2025-11-21 13:50:15 | INFO     | logger.py:76 | ✅ Logger initialized: mcp_server
2025-11-21 14:46:17 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-c81f30fc51595e0cab2109b614bd2a4c-bbc80584663d3271-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'bbc80584663d3271', 'x-b3-traceid': 'c81f30fc51595e0cab2109b614bd2a4c', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:46:17 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 14:46:17 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 14:46:17 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.38ms)
2025-11-21 14:46:18 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:46:18 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '51', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-3188d1b6a986d2559f5bfa3b151d5a87-574316497de0e0df-00', 'x-b3-sampled': '0', 'x-b3-spanid': '574316497de0e0df', 'x-b3-traceid': '3188d1b6a986d2559f5bfa3b151d5a87', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:46:18 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/list, ID: 1
2025-11-21 14:46:18 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (2.99ms)
2025-11-21 14:46:21 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:46:21 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-8ce5533f34b8c58a3482253b4edd322d-5a3f4d9d3eef835b-00', 'x-b3-sampled': '0', 'x-b3-spanid': '5a3f4d9d3eef835b', 'x-b3-traceid': '8ce5533f34b8c58a3482253b4edd322d', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:46:21 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 14:46:21 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 14:46:21 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 14:46:21 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (1.46ms)
2025-11-21 14:46:22 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:46:22 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-5911b340df19c18466ba10f8794a5460-48f9f60fe06e3c5e-00', 'x-b3-sampled': '0', 'x-b3-spanid': '48f9f60fe06e3c5e', 'x-b3-traceid': '5911b340df19c18466ba10f8794a5460', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:46:22 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 14:46:22 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 14:46:22 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.54ms)
2025-11-21 14:46:23 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-7ff4a9523ebb6a57c0b2024db3d2df4c-e5a667d3ed410d12-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'e5a667d3ed410d12', 'x-b3-traceid': '7ff4a9523ebb6a57c0b2024db3d2df4c', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 14:46:23 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 14:46:23 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (14.46ms)
2025-11-21 14:46:23 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-cdb885602946d81ff6ab4ff3ab62dd67-bf8cca0fb11523f1-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'bf8cca0fb11523f1', 'x-b3-traceid': 'cdb885602946d81ff6ab4ff3ab62dd67', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 14:46:23 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.27ms)
2025-11-21 14:46:23 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '51', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'content-type': 'application/json', 'traceparent': '00-9eb735a39327263759d3c2db43efb4ab-f272144111ef6b6f-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'f272144111ef6b6f', 'x-b3-traceid': '9eb735a39327263759d3c2db43efb4ab', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:46:23 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/list, ID: 1
2025-11-21 14:46:23 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (2.23ms)
2025-11-21 14:48:47 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:48:47 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-b3fe3a1cf13f83f2-0', 'traceparent': '00-67a78d62d13a502182d806c3b4423c40-97bb9f45dffa41dc-00', 'x-b3-sampled': '0', 'x-b3-spanid': '97bb9f45dffa41dc', 'x-b3-traceid': '67a78d62d13a502182d806c3b4423c40', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:48:47 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 14:48:47 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 14:48:47 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 14:48:47 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (4.15ms)
2025-11-21 14:48:48 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:48:48 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-80b639e7ef91c65a-0', 'traceparent': '00-f4aca986ba55fbe3203c2ba718280ec8-48168a90feed20ba-00', 'x-b3-sampled': '0', 'x-b3-spanid': '48168a90feed20ba', 'x-b3-traceid': 'f4aca986ba55fbe3203c2ba718280ec8', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:48:48 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 14:48:48 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 14:48:48 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.14ms)
2025-11-21 14:48:48 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:48:48 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '484', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-800d8a17152d8edd-0', 'traceparent': '00-8ab71507229a0e6763cb32256ef3f206-a45063c864cc3482-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'a45063c864cc3482', 'x-b3-traceid': '8ab71507229a0e6763cb32256ef3f206', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:48:48 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/call, ID: 1
2025-11-21 14:48:48 | INFO     | mcp_server_multi_kb.py:364 | 🔧 Tool call: chat_global
2025-11-21 14:48:48 | DEBUG    | mcp_server_multi_kb.py:365 | Arguments: {'query': 'ขั้นตอนและเอกสารที่ต้องใช้เพื่อขอใบอนุญาตป.3 ในประเทศไทย', 'session_id': 'session_20251120_01', 'top_k': 5}
2025-11-21 14:48:48 | INFO     | multi_kb_rag.py:772 | 🌐 Auto-routing query: 'ขั้นตอนและเอกสารที่ต้องใช้เพื่อขอใบอนุญาตป.3 ในประเทศไทย...'
2025-11-21 14:48:48 | WARNING  | multi_kb_rag.py:715 | Router index is empty (no KBs registered)
2025-11-21 14:48:48 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (47.97ms)
2025-11-21 14:48:51 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:48:51 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-a97c48d5af62bede-0', 'traceparent': '00-7cc14ab3de31aaac10e7c1b8bf614126-9f2d2a8539247eab-01', 'x-b3-sampled': '1', 'x-b3-spanid': '9f2d2a8539247eab', 'x-b3-traceid': '7cc14ab3de31aaac10e7c1b8bf614126', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:48:51 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 14:48:51 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 14:48:51 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 14:48:51 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (2.66ms)
2025-11-21 14:48:52 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:48:52 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-b0c982151bfa3b5d-0', 'traceparent': '00-cf2d17051be12f2d1c55157dfe371756-17bb8de44e486c6e-00', 'x-b3-sampled': '0', 'x-b3-spanid': '17bb8de44e486c6e', 'x-b3-traceid': 'cf2d17051be12f2d1c55157dfe371756', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:48:52 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 14:48:52 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 14:48:52 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.34ms)
2025-11-21 14:48:52 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:48:52 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '560', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-b321ac74eb748884-0', 'traceparent': '00-41983a5e1949b34215c1c36ca5e204eb-c6c669470683eca5-01', 'x-b3-sampled': '1', 'x-b3-spanid': 'c6c669470683eca5', 'x-b3-traceid': '41983a5e1949b34215c1c36ca5e204eb', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:48:52 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/call, ID: 1
2025-11-21 14:48:52 | INFO     | mcp_server_multi_kb.py:364 | 🔧 Tool call: chat_with_kb
2025-11-21 14:48:52 | DEBUG    | mcp_server_multi_kb.py:365 | Arguments: {'kb_name': 'kb_gun_law_v2', 'query': 'ขั้นตอนและเอกสารที่ต้องใช้เพื่อขอใบอนุญาตป.3 (ประเภทป.3) ในประเทศไทย', 'session_id': 'session_20251120_01', 'top_k': 5}
2025-11-21 14:49:01 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (8616.63ms)
2025-11-21 14:49:04 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:49:04 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '169', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-b1aa273b121c42cc-0', 'traceparent': '00-06832c20c10bb631cda7fc3c4b4dcde7-fd599ee1cffe83aa-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'fd599ee1cffe83aa', 'x-b3-traceid': '06832c20c10bb631cda7fc3c4b4dcde7', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:49:04 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: initialize, ID: 0
2025-11-21 14:49:04 | INFO     | mcp_server_multi_kb.py:347 | ✅ Initialize: Registered 8 tools (including 🌐 chat_global)
2025-11-21 14:49:04 | DEBUG    | mcp_server_multi_kb.py:348 | Tools: ['create_collection', 'list_collections', 'get_collection_info', 'upload_document_to_kb', 'chat_with_kb', 'chat_global', 'clear_chat_history', 'delete_collection']
2025-11-21 14:49:04 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (3.24ms)
2025-11-21 14:49:05 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:49:05 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '57', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-afe428fd956bb225-0', 'traceparent': '00-1d5e18a1afad90197b2d7317a8ff395b-b93e6edf85f00fd6-00', 'x-b3-sampled': '0', 'x-b3-spanid': 'b93e6edf85f00fd6', 'x-b3-traceid': '1d5e18a1afad90197b2d7317a8ff395b', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:49:05 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: notifications/initialized, ID: None
2025-11-21 14:49:05 | DEBUG    | mcp_server_multi_kb.py:284 | Notification acknowledged: notifications/initialized
2025-11-21 14:49:05 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 202 (2.47ms)
2025-11-21 14:49:05 | INFO     | mcp_server_multi_kb.py:76 | 📥 POST /mcp
2025-11-21 14:49:05 | DEBUG    | mcp_server_multi_kb.py:77 | Headers: {'host': '1457e8e31cbe.ngrok-free.app', 'user-agent': 'python-httpx/0.27.2', 'content-length': '453', 'accept': 'application/json, text/event-stream', 'accept-encoding': 'gzip, deflate, br, zstd', 'baggage': 'sentry-environment=production,sentry-public_key=c0bcc0e36783694f41e4fb1e6a3efea9,sentry-trace_id=8672e603bbf240ee8d261843b010c4d0,sentry-sample_rate=0.0,sentry-sampled=false,sentry-sample_rand=0.571412', 'content-type': 'application/json', 'sentry-trace': '8672e603bbf240ee8d261843b010c4d0-9437123d55a5acc9-0', 'traceparent': '00-117ccbd48b73c40cc31b85a53d989909-6d408039b68133ad-00', 'x-b3-sampled': '0', 'x-b3-spanid': '6d408039b68133ad', 'x-b3-traceid': '117ccbd48b73c40cc31b85a53d989909', 'x-forwarded-for': '3.214.24.53', 'x-forwarded-host': '1457e8e31cbe.ngrok-free.app', 'x-forwarded-proto': 'https'}
2025-11-21 14:49:05 | DEBUG    | mcp_server_multi_kb.py:273 | MCP Method: tools/call, ID: 1
2025-11-21 14:49:05 | INFO     | mcp_server_multi_kb.py:364 | 🔧 Tool call: chat_with_kb
2025-11-21 14:49:05 | DEBUG    | mcp_server_multi_kb.py:365 | Arguments: {'kb_name': 'kb_gun_law_v2', 'query': 'เอกสารที่ต้องใช้ในการขอใบอนุญาตอาวุธปืนแบบ ป.3', 'session_id': 'session_20251120_01', 'top_k': 5}
2025-11-21 14:49:10 | INFO     | mcp_server_multi_kb.py:87 | 📤 POST /mcp → 200 (4895.92ms)
2025-11-24 14:58:55 | INFO     | logger.py:76 | ✅ Logger initialized: mcp_server
2025-11-24 14:58:55 | DEBUG    | logger.py:77 | Log file: /Users/pond500/RAG/mcp_rag-main/logs/server.log
2025-11-24 14:58:55 | INFO     | mcp_server_multi_kb.py:38 | 🚀 Starting Multi-KB MCP Server...
2025-11-24 14:58:55 | INFO     | multi_kb_rag.py:45 | 🚀 Initializing Multi-Knowledge Base RAG System...
2025-11-24 14:58:55 | DEBUG    | multi_kb_rag.py:52 | Qdrant client: localhost:6333
2025-11-24 14:59:05 | ERROR    | multi_kb_rag.py:104 | ⚠️ Failed to create router index: [Errno 61] Connection refused
Traceback (most recent call last):
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_transports/default.py", line 101, in map_httpcore_exceptions
    yield
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_transports/default.py", line 250, in handle_request
    resp = self._pool.handle_request(req)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py", line 256, in handle_request
    raise exc from None
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py", line 236, in handle_request
    response = connection.handle_request(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpcore/_sync/connection.py", line 101, in handle_request
    raise exc
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpcore/_sync/connection.py", line 78, in handle_request
    stream = self._connect(request)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpcore/_sync/connection.py", line 124, in _connect
    stream = self._network_backend.connect_tcp(**kwargs)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpcore/_backends/sync.py", line 207, in connect_tcp
    with map_exceptions(exc_map):
  File "/opt/homebrew/Cellar/python@3.10/3.10.19_1/Frameworks/Python.framework/Versions/3.10/lib/python3.10/contextlib.py", line 153, in __exit__
    self.gen.throw(typ, value, traceback)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpcore/_exceptions.py", line 14, in map_exceptions
    raise to_exc(exc) from exc
httpcore.ConnectError: [Errno 61] Connection refused

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/http/api_client.py", line 106, in send_inner
    response = self._client.send(request)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_client.py", line 914, in send
    response = self._send_handling_auth(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_client.py", line 942, in _send_handling_auth
    response = self._send_handling_redirects(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_client.py", line 979, in _send_handling_redirects
    response = self._send_single_request(request)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_client.py", line 1014, in _send_single_request
    response = transport.handle_request(request)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_transports/default.py", line 249, in handle_request
    with map_httpcore_exceptions():
  File "/opt/homebrew/Cellar/python@3.10/3.10.19_1/Frameworks/Python.framework/Versions/3.10/lib/python3.10/contextlib.py", line 153, in __exit__
    self.gen.throw(typ, value, traceback)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/httpx/_transports/default.py", line 118, in map_httpcore_exceptions
    raise mapped_exc(message) from exc
httpx.ConnectError: [Errno 61] Connection refused

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/Users/pond500/RAG/mcp_rag-main/app/multi_kb_rag.py", line 98, in _ensure_router_index
    self.qdrant_client.create_collection(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/qdrant_client.py", line 2081, in create_collection
    return self._client.create_collection(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/qdrant_remote.py", line 2637, in create_collection
    result: Optional[bool] = self.http.collections_api.create_collection(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/http/api/collections_api.py", line 1170, in create_collection
    return self._build_for_create_collection(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/http/api/collections_api.py", line 116, in _build_for_create_collection
    return self.api_client.request(
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/http/api_client.py", line 79, in request
    return self.send(request, type_)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/http/api_client.py", line 96, in send
    response = self.middleware(request, self.send_inner)
  File "/Users/pond500/RAG/mcp_rag-main/venv_clean/lib/python3.10/site-packages/qdrant_client/http/api_client.py", line 205, in __call__
